"StationID","Replicate","SampleDate","Latitude","Longitude","SampleDepth","Species","Abundance","Salinity","Stratum","Exclude"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Leitoscoloplos pugettensis",4,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Levinsenia gracilis",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Ampharete labrops",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Oligochaeta",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Apolochus barnardi",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Caprella sp",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Hornellia occidentalis",28,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Hartmanodes hartmanae",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Podocerus fulanus",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Rudilemboides stenopropodus",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Platymera gaudichaudii",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Lophopanopeus frontalis",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Heteroserolis carinata",4,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Paracerceis sculpta",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Chondrochelia dubia Cmplx",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Zeuxo normani Cmplx",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Dendraster terminalis",43,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Amphipholis squamata",18,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Acanthoptilum sp",11,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Stylatula elongata",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"NEMATODA",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Paranemertes californica",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Monostilifera family uncertain",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Laevicardium substriatum",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Tagelus affinis",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Tellina modesta",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Barleeia haliotiphila",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Polygireulima rutila",5,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Nassarius mendicus",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Armina californica",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Chaetozone columbiana",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Cirriformia sp",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Kirkegaardia cryptica",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Dorvillea (Schistomeringos) longicornis",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Micropodarke dubia",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Oxydromus pugettensis",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Nephtys sp",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Armandia brevis",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Leitoscoloplos pugettensis",4,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Levinsenia gracilis",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Ampharete labrops",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Oligochaeta",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Apolochus barnardi",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Caprella sp",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Hornellia occidentalis",28,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Hartmanodes hartmanae",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Podocerus fulanus",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Rudilemboides stenopropodus",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Platymera gaudichaudii",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Lophopanopeus frontalis",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Heteroserolis carinata",4,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Paracerceis sculpta",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Chondrochelia dubia Cmplx",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Zeuxo normani Cmplx",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Dendraster terminalis",43,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Amphipholis squamata",18,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Acanthoptilum sp",11,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Stylatula elongata",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"NEMATODA",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Paranemertes californica",2,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Monostilifera family uncertain",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Laevicardium substriatum",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Tagelus affinis",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Tellina modesta",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Barleeia haliotiphila",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Polygireulima rutila",5,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Nassarius mendicus",1,NA,"Bays","No"
"B18-10019",1,2018-07-13,32.76814478,-117.24181047,6,"Armina californica",2,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Marphysa sp B",1,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Nephtys californiensis",3,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Armandia brevis",1,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Ophelia limacina",1,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Eohaustorius barnardi",1,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Gibberosus myersi",4,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Hartmanodes hartmanae",2,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Rhepoxynius lucubrans",3,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Rhepoxynius menziesi",2,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Tryphosinae incertae sedis entalladurus",1,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Rudilemboides stenopropodus",1,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Neotrypaea biffari",12,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Anoplodactylus erectus",1,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Molpadia arenicola",1,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Amphiodia digitata",1,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Amphipholis squamata",1,NA,"Bays","No"
"B18-10020",1,2018-07-12,32.75812087,-117.24439286,5.9,"Callianax biplicata",3,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Mediomastus sp",3,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Euclymeninae",2,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Kirkegaardia cryptica",6,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Glycera americana",2,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Goniada littorea",2,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Malmgreniella macginitiei",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Leitoscoloplos panamensis",18,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Prionospio pygmaeus",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Phtisica marina",4,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Monocorophium acherusicum",2,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Amphideutopus oculatus",122,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Hartmanodes sp SD1",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Acuminodeutopus heteruropus",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Rudilemboides stenopropodus",9,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Oxyurostylis pacifica",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Campylaspis rubromaculata",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Ericerodes hemphillii",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Heteroserolis carinata",11,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Chondrochelia dubia Cmplx",3,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Euphilomedes carcharodonta",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Leptosynapta sp",11,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Heteronemertea",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Tubulanus cingulatus",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Phoronidae",1,NA,"Bays","Yes"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Phoronis sp",2,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Lucinisca nuttalli",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Lyonsia californica",2,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Asthenothaerus diegensis",6,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Laevicardium substriatum",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Solen sp",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Acteocina carinata",4,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Haminoea vesicula",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Crucibulum spinosum",1,NA,"Bays","No"
"B18-10022",1,2018-07-18,32.72408,-117.18307,4.2,"Nassarius tiarula",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Mediomastus sp",2,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Lumbrineris sp",15,NA,"Bays","Yes"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Lumbrineris sp E",2,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Aphelochaeta sp",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Kirkegaardia siblina",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Cossura sp",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Glycera americana",2,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Glycera nana",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Glycera sp",1,NA,"Bays","Yes"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Goniada littorea",3,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Leitoscoloplos pugettensis",23,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Poecilochaetus martini",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Poecilochaetus sp",3,NA,"Bays","Yes"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Paraprionospio alata",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Ampharete labrops",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Ampelisca brachycladus",21,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Monocorophium acherusicum",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Ericthonius brasiliensis",8,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Amphideutopus oculatus",47,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Listriella melanica",5,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Aruga holmesi",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Hartmanodes sp SD1",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Rudilemboides stenopropodus",6,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Alpheus californiensis",2,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Betaeus sp",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Neotrypaea gigas",10,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Neotrypaea sp",8,NA,"Bays","Yes"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Ericerodes hemphillii",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Scleroplax granulata",5,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Brachyura",2,NA,"Bays","Yes"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Heteroserolis carinata",8,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Amphiodia urtica",2,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Edwardsiidae",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Scolanthus scamiti",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Stylatula elongata",4,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Stylatula sp A",2,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Virgulariidae",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Carinoma mutabilis",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Phoronis sp",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Lyonsia californica",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Asthenothaerus diegensis",2,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Laevicardium substriatum",7,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Cryptomya californica",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Tagelus affinis",16,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Macoma yoldiformis",1,NA,"Bays","No"
"B18-10024",1,2018-07-19,32.71478,-117.18302,12,"Philine ornatissima",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Capitella capitata Cmplx",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Euclymeninae",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Lumbrineris sp",3,NA,"Bays","Yes"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Kirkegaardia cryptica",2,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Dorvillea (Schistomeringos) longicornis",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Glycera americana",3,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Bipalponephtys cornuta",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Leitoscoloplos pugettensis",64,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Microspio sp DC1",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Oligochaeta",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Heterophoxus ellisi",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Alpheus californiensis",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Betaeus sp",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Neotrypaea gigas",2,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Neotrypaea sp",2,NA,"Bays","Yes"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Scleroplax granulata",4,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Ambidexter panamensis",3,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Heteroserolis carinata",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Leptosynapta sp",2,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Amphipholis squamata",2,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Tubulanus polymorphus",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Musculista senhousia",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Laevicardium substriatum",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Mactrotoma californica",1,NA,"Bays","No"
"B18-10029",1,2018-07-19,32.70189,-117.15893,9.8,"Leukoma laciniata",1,NA,"Bays","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Capitella capitata Cmplx",1,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Exogone sp A",2,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Neanthes acuminata Cmplx",61,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Nereididae",132,37,"Estuaries","Yes"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Oligochaeta",22,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Polydora cornuta",1,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Polydora nuchalis",65,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Pseudopolydora paucibranchiata",2,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Streblospio benedicti",4,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Ampithoe valida",4,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Grandidierella japonica",36,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Monocorophium insidiosum",28,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Paracerceis sculpta",49,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Paranthura japonica",3,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Actiniaria sp 1",38,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Cerebratulus sp",2,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Acteocina inculta",9,37,"Estuaries","No"
"B18-10672",1,2018-09-14,33.97211,-118.45938,0.25,"Nassarius tiarula",1,37,"Estuaries","No"
"B18-10740",1,2018-09-25,34.42128,-119.65961,0.6,"Diptera",26,13,"Brackish Estuaries","No"
"B18-10740",1,2018-09-25,34.42128,-119.65961,0.6,"Hemiptera",2,13,"Brackish Estuaries","No"
"B18-10740",1,2018-09-25,34.42128,-119.65961,0.6,"Podocopida",86,13,"Brackish Estuaries","No"
"B18-10741",1,2018-09-25,34.42166,-119.66171,0.6,"Coleoptera",1,13,"Brackish Estuaries","No"
"B18-10741",1,2018-09-25,34.42166,-119.66171,0.6,"Diptera",37,13,"Brackish Estuaries","No"
"B18-10741",1,2018-09-25,34.42166,-119.66171,0.6,"Hemiptera",1,13,"Brackish Estuaries","No"
"B18-10741",1,2018-09-25,34.42166,-119.66171,0.6,"Podocopida",63,13,"Brackish Estuaries","No"
"B18-10778",1,2018-09-26,33.78753,-118.20475,1,"Oligochaeta",97,10,"Brackish Estuaries","No"
"B18-10778",1,2018-09-26,33.78753,-118.20475,1,"Grandidierella japonica",2,10,"Brackish Estuaries","No"
"B18-10778",1,2018-09-26,33.78753,-118.20475,1,"Monocorophium insidiosum",4,10,"Brackish Estuaries","No"
"B18-10778",1,2018-09-26,33.78753,-118.20475,1,"Polydora cornuta",7,10,"Brackish Estuaries","No"
"B18-10658",1,2018-09-28,34.23463,-119.25753,0.5,"Oligochaeta",1,1.03,"Estuaries","No"
"B18-10658",1,2018-09-28,34.23463,-119.25753,0.5,"Diptera",1,1.03,"Estuaries","No"
"B18-10658",1,2018-09-28,34.23463,-119.25753,0.5,"Chironomini",1,1.03,"Estuaries","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Mediomastus sp",14,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Euclymeninae",26,NA,"Bays","Yes"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Petaloclymene pacifica",28,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Lumbrineris sp",7,NA,"Bays","Yes"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Lumbrineris sp E",4,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Cossura sp A",2,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Dorvillea (Schistomeringos) longicornis",4,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Glycera nana",2,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Nephtys caecoides",1,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Leitoscoloplos pugettensis",13,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Bispira sp",2,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Grandidierella japonica",3,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Amphideutopus oculatus",3,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Hartmanodes sp SD1",1,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Heterophoxus ellisi",3,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Rudilemboides stenopropodus",2,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Alpheus californiensis",3,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Panopeidae",2,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Ambidexter panamensis",1,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Heteroserolis carinata",1,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Heteromysis odontops",1,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Postasterope barnesi",1,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Leptosynapta sp",3,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Amphiodia digitata",1,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Amphipholis squamata",2,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Ciona robusta",1,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Molgula ficus",4,NA,"Bays","No"
"B18-10031",1,2018-07-20,32.68665,-117.13354,9.4,"Edwardsia californica",1,NA,"Bays","No"
