"StationID","Replicate","SampleDate","Latitude","Longitude","Species","Abundance","Salinity","Stratum","Exclude"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Sigambra sp DC1",1,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Spiophanes duplex",2,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Spiophanes sp",1,NA,"Bays","Yes"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Terebellinae",2,NA,"Bays","Yes"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Ampelisca cristata microdentata",2,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Amphideutopus oculatus",1,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Listriella goleta",7,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Neotrypaea gigas",2,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Pinnixa franciscana",5,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Pinnotheridae",3,NA,"Bays","Yes"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Edwardsiidae",1,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Lineidae",1,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Phascolion sp A",1,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Phoronis sp",1,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Phoronis sp SD1",1,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Schizocardium sp",2,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Tubulanus sp A",1,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Caryocorbula porcella",2,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Compsomyax subdiaphana",1,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Gadila aberrans",2,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Kurtiella coani",1,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Kurtiella grippi",1,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Neverita recluziana",2,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Nuculana taphria",15,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Philine auriformis",4,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Philine ornatissima",1,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Rictaxis punctocaelatus",3,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Tellina cadieni",2,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Theora lubrica",5,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Volvulella panamica",18,NA,"Bays","No"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Amphiodia sp",19,NA,"Bays","Yes"
"B18-10012",1,2018-08-14,33.71367,-118.2415,"Amphiodia urtica",6,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Aglaophamus verrilli",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Amage anops",3,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Amage scutata",2,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Ampharetidae",3,NA,"Bays","Yes"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Amphisamytha bioculata",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Aphelochaeta monilaris",3,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Aphelochaeta petersenae",3,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Chaetozone corona",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Cossura candida",2,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Cossura sp",2,NA,"Bays","Yes"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Cossura sp A",3,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Euclymeninae",1,NA,"Bays","Yes"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Glycera americana",2,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Gymnonereis crosslandi",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Kirkegaardia cryptica",3,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Laonice cirrata",3,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Leitoscoloplos pugettensis",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Lumbrineris japonica",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Lysippe sp A",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Malmgreniella macginitiei",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Marphysa disjuncta",21,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Mediomastus sp",15,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Nereis sp A",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Onuphidae",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Paraprionospio alata",4,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Petaloclymene pacifica",2,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Pista brevibranchiata",6,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Pista sp E",18,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Poecilochaetus martini",22,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Prionospio jubata",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Prionospio sp",1,NA,"Bays","Yes"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Scoletoma sp",12,NA,"Bays","Yes"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Scoletoma sp A",7,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Scoletoma sp B",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Scoletoma sp C",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Sigambra sp",5,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Sige sp A",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Sthenelais tertiaglabra",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Tenonia priops",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Terebellinae",3,NA,"Bays","Yes"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Ampelisca brevisimulata",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Ampelisca cristata microdentata",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Amphideutopus oculatus",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Caecognathia crenulatifrons",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Hartmanodes hartmanae",2,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Heterophoxus oculatus",19,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Listriella goleta",9,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Listriella sp SD1",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Neotrypaea sp",5,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Pinnotheridae",2,NA,"Bays","Yes"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Scleroplax granulata",3,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Edwardsiidae",2,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Heteronemertea",2,NA,"Bays","Yes"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Lineidae",2,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Phoronis sp",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Schizocardium sp",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Tubulanus polymorphus",3,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Tubulanus sp A",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Caryocorbula porcella",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Cryptomya californica",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Cylichna diegensis",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Cymatioa electilis",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Gadila aberrans",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Kurtiella mortoni",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Nuculana taphria",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Philine auriformis",5,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Philine ornatissima",5,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Tellina cadieni",3,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Theora lubrica",5,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Thyasira flexuosa",1,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Volvulella panamica",3,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Amphiodia sp",1,NA,"Bays","Yes"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Amphiodia urtica",5,NA,"Bays","No"
"B18-10013",1,2018-08-14,33.7124,-118.25787,"Amphiuridae",1,NA,"Bays","Yes"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Amage anops",4,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Amage scutata",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Ampharetinae",1,NA,"Ports","Yes"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Aphelochaeta monilaris",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Chaetozone corona",2,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Cirratulidae",2,NA,"Ports","Yes"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Cossura candida",3,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Cossura sp A",14,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Glycera americana",2,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Heteromastus filobranchus",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Kirkegaardia cryptica",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Kirkegaardia siblina",72,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Laonice cirrata",6,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Lumbrineris japonica",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Marphysa disjuncta",2,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Mediomastus sp",5,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Notomastus hemipodus",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Pista sp E",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Pista wui",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Prionospio jubata",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Prionospio lighti",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Scoletoma sp",3,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Sigambra sp DC1",3,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Spiophanes duplex",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Ampelisca cristata microdentata",2,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Ampelisciphotis podophthalma",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Betaeus sp",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Listriella goleta",2,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Neotrypaea gigas",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Pinnixa franciscana",6,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Scleroplax granulata",6,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Edwardsiidae",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Phoronis sp",3,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Stereobalanus sp",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Tubulanus polymorphus",8,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Alia carinata",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Compsomyax subdiaphana",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Gadila aberrans",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Macoma yoldiformis",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Naticidae",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Nuculana taphria",1,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Philine auriformis",5,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Philine ornatissima",5,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Tellina cadieni",2,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Theora lubrica",24,NA,"Ports","No"
"B18-10094",1,2018-07-25,33.75277,-118.21808,"Thyasira flexuosa",3,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Acromegalomma pigmentum",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Amage anops",7,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Amage scutata",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Ampharete labrops",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Ampharetidae",3,NA,"Ports","Yes"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Amphisamytha bioculata",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Arcteobia cf anticostiensis",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Chaetozone corona",5,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Cirrophorus furcatus",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Cossura candida",3,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Cossura sp A",63,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Dialychone albocincta",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Drilonereis mexicana",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Euclymeninae",10,NA,"Ports","Yes"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Glycera americana",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Kirkegaardia cryptica",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Kirkegaardia siblina",26,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Laonice cirrata",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Leitoscoloplos pugettensis",8,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Leitoscoloplos sp",1,NA,"Ports","Yes"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Lumbrineris cruzensis",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Lumbrineris japonica",5,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Lysippe sp A",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Malmgreniella macginitiei",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Marphysa disjuncta",5,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Mediomastus sp",19,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Melinna oculata",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Metasychis disparidentatus",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Nereididae",1,NA,"Ports","Yes"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Nereis sp A",5,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Notomastus hemipodus",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Onuphis sp",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Paradoneis lyra",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Paradoneis sp SD1",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Paraprionospio alata",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Petaloclymene pacifica",15,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Pista wui",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Poecilochaetus martini",9,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Prionospio lighti",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Sabellides manriquei",3,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Scalibregma californicum",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Scoletoma sp",21,NA,"Ports","Yes"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Scoletoma sp A",6,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Scoletoma sp B",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Sigambra sp SF1",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Spiochaetopterus costarum Cmplx",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Spiophanes duplex",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Sthenelanella uniformis",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Streblosoma crassibranchia",3,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Syllis hyperioni",3,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Tenonia priops",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Ampelisca milleri",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Amphideutopus oculatus",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Bemlos sp",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Caecognathia crenulatifrons",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Gammaropsis thompsoni",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Listriella goleta",4,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Listriella sp",1,NA,"Ports","Yes"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Pinnotheridae",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Sinocorophium alienense",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Leptosynapta sp",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Amathia distans",NA,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Anguinella palmata",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Bugula neritina Type D",NA,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Campanulinidae",NA,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Ceriantharia",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Enteropneusta",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Hoplonemertea",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Limnactiniidae sp A",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Lineidae",3,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Phoronis sp",3,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Tubulanus polymorphus",11,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Tubulanus sp A",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Tubulipora sp",NA,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Acteocina harpa",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Compsomyax subdiaphana",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Cylichna diegensis",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Kurtiella mortoni",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Macoma yoldiformis",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Nuculana taphria",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Philine auriformis",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Philine ornatissima",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Rictaxis punctocaelatus",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Tellina cadieni",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Theora lubrica",15,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Thraciidae",4,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Thyasira flexuosa",6,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Volvulella panamica",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,"Amphiodia sp",2,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Aglaophamus verrilli",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Amaeana occidentalis",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Amage scutata",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Aphelochaeta monilaris",7,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Cossura candida",6,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Cossura sp A",7,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Dorvillea (Schistomeringos) annulata",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Euclymeninae",2,NA,"Ports","Yes"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Glycera americana",3,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Kirkegaardia siblina",6,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Laonice cirrata",9,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Leitoscoloplos pugettensis",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Lumbrineris japonica",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Magelona sp B",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Marphysa disjuncta",3,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Mediomastus sp",8,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Metasychis disparidentatus",2,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Ninoe tridentata",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Notomastus hemipodus",2,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Petaloclymene pacifica",3,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Poecilochaetus martini",20,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Polycirrus sp",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Polyodontes sp LH1",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Scoletoma sp",6,NA,"Ports","Yes"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Scoletoma sp A",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Scoletoma sp B",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Sigambra sp SF1",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Sphaerosyllis sp",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Spiophanes duplex",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Ampelisca cristata microdentata",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Pinnixa franciscana",5,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,"Edwardsia juliae",1,NA,"Ports","No"
